-- Hour 0
11	3948	4.79923399973043
1420	1312	4.6459644823507595
1400	621	4.395730574862294
492	544	3.885314322092702
253	481	4.439752937652083
3414	427	3.7923571726303216
3481	402	3.794459494672436
337	380	4.527692514155432
945	343	3.9470516776249815
33	308	4.19878491165826
883	306	4.404261463065441
17	295	3.803114225226634
12	263	4.130801990558285
4304	252	3.7807315803331627
190	223	3.9366674162066206
35	206	3.9550658009319473
1128	204	3.9914376944882304
3462	198	3.8502443702272764
22	186	3.814776106391506
2638	171	3.6003911534875237
74	166	3.994876654416211
1333	152	3.824193694689937
3460	142	3.5049732251181087
807	137	3.6575349883877646
327	134	3.7099467428221216
13	130	3.5789261638390792
161	122	3.820736006354551
2719	120	3.6995443156567482
2043	113	3.776454174522034
464	95	3.8194293915567568
863	94	3.509138312944428
5260	94	3.5656104766268157
141	86	3.6427572040691087
381	84	3.528911854797093
812	83	3.7086745718732894
118	80	3.7171862720319546
182	79	3.516237333488858
1655	77	3.550823874774627
44	73	3.7747458418215816
2658	64	3.5004844220131246
71	60	3.6163872864882394
-- Hour 1
13	5502	4.7433225836281725
11	3440	5.070692744718919
8743	909	4.21527344772229
8762	737	4.115615794823144
1420	700	4.943966290061223
1247	517	3.6161799933683154
50	494	3.931196240886857
33	475	4.70928882177464
2840	442	3.985034365084702
190	429	4.479429587197072
337	350	4.9384488360163
6681	347	3.6175586049540334
1544	307	3.668327430924173
1128	291	4.429260704333509
14083	269	4.06326092844434
253	257	4.789775122518573
17	250	4.155991979393615
74	249	4.491363250779835
12	248	4.591650984536
273	245	4.064361466388364
442	245	4.100117393968072
3883	233	4.13087973649992
1347	211	3.5278567097900626
2586	198	3.824432562140484
15939	196	3.6228471201132866
73	189	3.7633299532028386
1400	184	4.527868423748124
682	182	3.6950294517687414
119	181	4.004433768987047
9365	177	3.520060010620948
22	164	4.152430764084835
414	159	3.9350127363808496
4562	159	3.9445135125958752
14152	159	3.7835628997638335
970	156	3.9749631758661264
11732	156	3.708951312640444
161	154	4.357090050545042
15520	149	3.5628912489531044
327	148	4.24348294374416
2415	134	3.506879401983377
8833	131	3.705482303047063
1893	130	3.8901870018160603
28	123	4.0828076940597455
883	119	4.723340357873614
3851	118	3.806303130484374
6365	110	3.7157916656571657
464	108	4.244900123903424
424	108	3.598833866391626
106	107	4.015847202100193
1159	103	4.085898866146309
3481	103	3.9407200808413836
11371	103	3.515392845787607
6440	100	3.5169837796279237
3043	97	3.6634033814322002
271	96	3.9119091970128252
492	96	4.052076060995408
5871	93	3.5400586877493647
182	89	3.835653343564836
